allBanksEver1,allBanksEver2,allBanksEver3,allBanksEver4,allBanksEver5,allBanksEver6,allBanksEver7,allBanksEver8,allBanksEver9,allBanksEver10
107431,NaN,134,"PERKINS STATE BANK, THE",342 E NOBLE AVE ,WILLISTON,FL,32696,041,
107459,NaN,9374,"CORDER BANK, THE",227 NORTH LAFAYETTE ,CORDER,MO,64021,041,
107570,NaN,29690,FIRST FEDERAL SAVINGS BANK,648 NORTH JEFFERSON STREET ,HUNTINGTON,IN,46750,041,
107758,NaN,10993,BONANZA VALLEY STATE BANK,MAIN STREET ,BROOTEN,MN,56316,041,
108072,NaN,29696,BUFFALO FEDERAL SAVINGS BANK,106 FORT STREET ,BUFFALO,WY,82834,041,
108157,NaN,1145,CITIZENS STATE BANK,711 NORTH KANSAS ,LIBERAL,KS,67901,041,
108250,NaN,14948,"OAKLEY NATIONAL BANK OF BUFFALO, THE",15 DIVISION STREET ,BUFFALO,MN,55313,041,
108269,NaN,3351,"FIRST NATIONAL BANK OF MOODY, THE",AVENUE 'D' & 7TH STREET ,MOODY,TX,76557,041,
108474,NaN,28411,BANK OF NEW ORLEANS,1600 VETERANS HIGHWAY ,METAIRIE,LA,70005,041,
108522,NaN,22390,F & M BANK-RICHMOND,9401 WEST BROAD STREET ,RICHMOND,VA,232945331,041,
108652,NaN,5105,"FIRST NATIONAL BANK OF BUHL, THE",121 STATE ST. ,BUHL,MN,55713,041,
108746,NaN,16198,MASON CITY NATIONAL BANK,104 WEST PINE STREET ,MASON CITY,IL,62664,041,
108951,NaN,16221,RELIABANK DAKOTA,211 N. MAIN ,ESTELLINE,SD,57234,041,
109136,NaN,25795,PEOPLES BANK AND TRUST,1899 BUFORD HIGHWAY ,BUFORD,GA,30518,041,
109154,NaN,9728,FIRST SECURITY BANK,316 BYRON AVE. N. ,BYRON,MN,55920,041,
109453,NaN,496,CORN EXCHANGE BANK,124 ELK STREET ,ELKTON,SD,57026,041,
109574,NaN,26411,HAVERHILL CO-OPERATIVE BANK,180 MERRIMACK STREET PO BOX 1656,HAVERHILL,MA,01830,041,
109659,NaN,15059,FIRST NATIONAL BANK,801 N RAILROAD AVE ,ARCADIA,LA,71001,041,
109686,NaN,35448,KAISER FEDERAL BANK,1359 NORTH GRAND AVENUE ,COVINA,CA,91724,041,
109855,NaN,10953,SPRAGUE NATIONAL BANK,115 WASHINGTON SQUARE ,CALEDONIA,MN,55921,041,
110057,NaN,5108,"FIRST NATIONAL BANK IN CANNON FALLS, THE",300 WEST MAIN STREET ,CANNON FALLS,MN,55009,041,
110066,NaN,3353,FIRST STATE BANK,122 N HWY 31 W ,MOUNT CALM,TX,76673,041,
110356,NaN,16834,"STATE BANK, THE",301 NORTH MAIN ,ROCKY FORD,CO,81067,041,
110404,NaN,18244,"SUPERIOR SAVINGS OF NEW ENGLAND, NATIONAL ASSOCIATION",45 SOUTH MAIN STREET ,BRANFORD,CT,06405,041,
110413,NaN,5962,SUTTON BANK,1 SOUTH MAIN STREET ,ATTICA,OH,44807,041,
110655,NaN,11479,LISCO STATE BANK,FIRST AND COLDWATER ST ,LISCO,NE,69148,041,
110758,NaN,16220,SECURITY BANK,325 NORTHEAST 2ND STREET ,MADISON,SD,57042,041,
110936,NaN,26725,EUROBANK,568 YAMATO ROAD ,BOCA RATON,FL,33431,041,
110945,NaN,9309,UNITED SOUTHERN BANK,1813 EAST NINTH STREET ,HOPKINSVILLE,KY,42240,041,
110972,NaN,29710,FIRST FEDERAL SAVINGS BANK OF WASHINGTON,439 SOUTH STATE ROAD 57 ,WASHINGTON,IN,47501,041,
111157,NaN,19087,BANK OF LINDSAY,1ST AND PINE ,LINDSAY,NE,68644,041,
111205,NaN,17115,SANFORD INSTITUTION FOR SAVINGS,900  MAIN STREET ,SANFORD,ME,04073,041,
111559,NaN,4715,FIRST NATIONAL BANK OF LE ROY,601 MAIN STREET ,LE ROY,KS,66857,041,
111661,NaN,3355,"FIRST NATIONAL BANK OF MOUNT VERNON, THE",MAIN & KAUFMAN ,MOUNT VERNON,TX,75457,041,
111942,NaN,5286,"FIRST NATIONAL BANK OF BERLIN, THE",140 WEST HURON ,BERLIN,WI,54923,041,
111951,NaN,3052,COMMUNITY BANKS OF SOUTHERN COLORADO,201 NORTH MAIN ,ROCKY FORD,CO,81067,041,
111979,NaN,13232,SECURITY STATE BANK,1930 SOUTH GOLD STREET ,CENTRALIA,WA,98531,041,
112163,NaN,1208,GUARANTY BANK,100 W. ARKANSAS ,MOUNT PLEASANT,TX,75455,041,
112332,NaN,2804,FIRST NATIONAL BANK OF HARTFORD,101 THIRD AVENUE ,HARTFORD,AL,36344,041,
112444,NaN,15121,JACKSON COUNTY BANK,8 MAIN STREET ,BLACK RIVER FALLS,WI,54615,041,
112510,NaN,17759,"BALTIC STATE BANK, THE",101 EAST MAIN ,BALTIC,OH,43804,041,
112556,NaN,8858,STATE BANK OF CHANDLER,FOURTH & MAIN STREET ,CHANDLER,MN,56122,041,
112837,NaN,4297,HIBERNIA NATIONAL BANK,313 CARONDELET STREET ,NEW ORLEANS,LA,70130,031,
112855,NaN,16100,HURLEY STATE BANK,811 EAST TENTH STREET ,SIOUX FALLS,SD,57103,041,
112976,NaN,26485,NEWTON SOUTH CO-OPERATIVE BANK,411 WATERTOWN STREET ,NEWTON,MA,02158,041,
113003,NaN,18227,STAFFORD SAVINGS BANK,2 FURNACE AVE BOX 25,STAFFORD SPRINGS,CT,06076,041,
113030,NaN,19720,FARMERS STATE BANK,1620 VETERANS BLVD. ,DUBLIN,GA,31021,041,
113151,NaN,3119,"FIRST NATIONAL BANK OF BRYAN, THE",2807 TEXAS AVENUE ,BRYAN,TX,778025326,041,
113441,NaN,14578,FARMERS STATE BANK,220 SOUTH DETROIT ,LAGRANGE,IN,46761,041,
113601,NaN,24540,SOUTHERN NEW HAMPSHIRE BANK AND TRUST CO.,31 PELHAM ROAD ,SALEM,NH,03079,041,
113740,NaN,15032,FIRST STATE BANK OF EAST DETROIT,16100 EAST NINE MILE ROAD PO BOX 305,EASTPOINTE,MI,480210305,041,
113759,NaN,10216,"RIVERBANK, THE",11151 LAKE BOULEVARD ,CHISAGO CITY,MN,55013,041,
113937,NaN,46,MERCHANTS BANK,201 COMMERCIAL STREET SE ,HANCEVILLE,AL,35077,041,
114149,NaN,12513,SPENCER STATE BANK,201 WEST CLARK STREET ,SPENCER,WI,54479,041,
114158,NaN,4717,FIRST NATIONAL BANK OF LIBERAL,324 NORTH KANSAS ,LIBERAL,KS,67901,041,
114251,NaN,10184,FARMERS AND MERCHANTS STATE BANK OF CLARKFIELD,940 10TH AVENUE ,CLARKFIELD,MN,56223,041,
114260,NaN,16130,"FIRST NATIONAL BANK OF ANCHORAGE, THE",632-646 FOURTH AVENUE ,ANCHORAGE,AK,99501,041,
114457,NaN,4086,"FIRST NATIONAL BANK & TRUST, ELK CITY, OKLAHOMA",2714 WEST THIRD STREET ,ELK CITY,OK,73644,041,
114644,NaN,15831,RUTHVEN STATE BANK,1108 GOWRIE STREET P O BOX 249,RUTHVEN,IA,51358,041,
114756,NaN,17209,"FIRST SECURITY BANK, NATIONAL ASSOCIATION",1801 CROSS TIMBERS ,FLOWER MOUND,TX,75028,041,
114774,NaN,30332,"ABBEVILLE BUILDING AND LOAN, A STATE CHARTERED SAVINGS BANK",1212 CHARITY STREET ,ABBEVILLE,LA,70510,041,
114840,NaN,13632,FIRST STATE BANK,MAIN AND BROADWAY ,PLAINVIEW,AR,72857,041,
114859,NaN,5438,"FIRST NATIONAL BANK AND TRUST COMPANY OF MINDEN, THE",315 EAST 4TH STREET ,MINDEN,NE,68959,041,
115100,NaN,2526,"FIRST NATIONAL BANK OF SUFFIELD, THE",30 BRIDGE STREET PO BOX 96,SUFFIELD,CT,06078,041,
115146,NaN,17259,ST. ANSGAR STATE BANK,237 WEST FOURTH STREET ,SAINT ANSGAR,IA,50472,041,
115155,NaN,8185,STATE BANK OF COKATO,101 E. 3RD STREET ,COKATO,MN,55321,041,
115221,NaN,22746,RANDOLPH BANK & TRUST COMPANY,175 NORTH FAYETTEVILLE STREET ,ASHEBORO,NC,27203,041,
115342,NaN,11256,BANK OF POCAHONTAS,101 BROADWAY ,POCAHONTAS,AR,72455,041,
115575,NaN,26591,WEYMOUTH CO-OPERATIVE BANK,744 BROAD STREET ,EAST WEYMOUTH,MA,02189,041,
115641,NaN,4999,NATIONAL BANK OF COMMERCE OF MISSISSIPPI,NBC PLAZA ,STARKVILLE,MS,39759,041,
116077,NaN,26575,SOUTH SHORE CO-OPERATIVE BANK,195 WASHINGTON STREET ,WEYMOUTH,MA,02188,041,
116358,NaN,12444,STATE BANK OF COLD SPRING,401 MAIN ST. ,COLD SPRING,MN,56320,041,
116554,NaN,18924,FIRST STATE BANK,206 SOUTH MAIN STREET ,ELMORE CITY,OK,73035,041,
116639,NaN,8558,BANK OF WALNUT GROVE,101 CHADWICK AVENUE ,WALNUT GROVE,MS,39189,041,
116732,NaN,5712,CITIZENS BANK,600 NORTH BROAD ,CAIRO,GA,31728,041,
116741,NaN,14247,UNITED BANK AND TRUST COMPANY,21 FOURTH STREET NORTHEAST ,HAMPTON,IA,50441,041,
116871,NaN,30330,"FIRST CLOVER LEAF BANK, FSB",6814 GOSHEN ROAD ,EDWARDSVILLE,IL,62025,041,
117038,NaN,2805,"HEADLAND NATIONAL BANK, THE",40 MAIN STREET ,HEADLAND,AL,36345,041,
117074,NaN,28481,COLONIAL FEDERAL SAVINGS BANK,15 BEACH STREET ,QUINCY,MA,02170,041,
117216,NaN,26533,COMMERCE EXCHANGE BANK,25201 CHAGRIN BLVD ,BEACHWOOD,OH,441220779,041,
117458,NaN,20130,BANK OF NORFOLK,1224 NORFOLK AVENUE ,NORFOLK,NE,68701,041,
117672,NaN,26549,NORTH ABINGTON CO-OPERATIVE BANK,6 HARRISON AVENUE ,NORTH ABINGTON,MA,02351,041,
117775,NaN,29731,"SOUTHERN BANK COMPANY, THE",221 SOUTH 6TH STREET ,GADSDEN,AL,359014102,041,
117841,NaN,5328,"FIRST NATIONAL BANK OF STOUGHTON, THE",207 SOUTH FORREST ,STOUGHTON,WI,53589,041,
118156,NaN,9172,SECURITY BANK AND TRUST COMPANY,210 WEST WASHINGTON STREET ,PARIS,TN,38242,041,
118174,NaN,26553,MAYFLOWER CO-OPERATIVE BANK,30 SOUTH MAIN STR ,MIDDLEBORO,MA,02346,041,
118352,NaN,4719,"FARMERS NATIONAL BANK OF LINCOLN, THE",100 WEST LINCOLN AVENUE ,LINCOLN,KS,67455,041,
118660,NaN,26271,HOME BANK OF CALIFORNIA,875 GARNET AVENUE ,SAN DIEGO,CA,92109,041,
118736,NaN,11431,BANK OF YAZOO CITY,104 N. MAIN STREET ,YAZOO CITY,MS,39194,041,
119153,NaN,14966,"SECURITY NATIONAL BANK OF ENID, THE",201 WEST BROADWAY ,ENID,OK,73701,041,
119274,NaN,26846,NORTH CASCADES NATIONAL BANK,220 JOHNSON AVENUE ,CHELAN,WA,98816,041,
119331,NaN,8483,CAIRO BANKING COMPANY,201 SOUTH BROAD STREET ,CAIRO,GA,31728,041,
119528,NaN,7875,"FARMERS NATIONAL BANK OF EMLENTON, THE",MAIN ST ,EMLENTON,PA,16373,041,
119779,NaN,26517,CAPE COD CO-OPERATIVE BANK,221 WILLOW STREET ,YARMOUTH PORT,MA,02675,041,
119872,NaN,29744,FEDERAL SAVINGS BANK,633 CENTRAL AVENUE BOX 1099,DOVER,NH,03820,041,
120476,NaN,28507,ARGENTINE FEDERAL SAVINGS,3004 STRONG AVENUE ,KANSAS CITY,KS,66106,041,
120542,NaN,12331,STATE BANK OF CHILTON,26 EAST MAIN PO BOX 149,CHILTON,WI,530140149,041,
120609,NaN,18258,THOMASTON SAVINGS BANK,203 MAIN STREET BOX 907,THOMASTON,CT,06787,041,
120636,NaN,2122,FIRST NATIONAL BANK OF NORTHWEST GEORGIA,NORTH WALL ST ,CALHOUN,GA,30701,041,
120654,NaN,16679,SECURITY STATE BANK OF DEER CREEK,MAIN ST. ,DEER CREEK,MN,56527,041,
120953,NaN,1686,FARMERS STATE BANK,103 WEST MAIN ,PARKSTON,SD,57366,041,
121576,NaN,26551,"BANK OF FALL RIVER, A CO-OPERATIVE BANK",30 BEDFORD STREET ,FALL RIVER,MA,02720,041,
121642,NaN,5903,BANKPLUS,202 JACKSON STREET P.O. BOX 677,BELZONI,MS,39038,041,
121651,NaN,9325,JONESBORO STATE BANK,109 JIMMIE DAVIS BLVD. ,JONESBORO,LA,712513311,041,
121679,NaN,29755,MUTUAL FEDERAL SAVINGS BANK OF PLYMOUTH COUNTY,570 WASHINGTON STREET ,WHITMAN,MA,02382,041,
121709,NaN,6252,PROVIDIAN NATIONAL BANK,295 MAIN STREET PO BOX 269,TILTON,NH,03276,031,
121857,NaN,5122,"FIRST NATIONAL BANK OF DEER RIVER, THE",9 1ST ST. NE ,DEER RIVER,MN,56636,041,
121914,NaN,16976,COMMUNITY STATE BANK OF ORBISONIA,ELLIOTT STREET P.O. BOX 8,ORBISONIA,PA,17243,041,
122153,NaN,8799,JACKSON PARISH BANK,201 JIMMIE DAVIS BLVD. ,JONESBORO,LA,712512121,041,
122546,NaN,3834,"FIRST NATIONAL BANK OF SANDOVAL, THE",302 NORTH MAIN STREET ,SANDOVAL,IL,62882,041,
122573,NaN,28631,DELANCO FEDERAL SAVINGS BANK,615 BURLINGTON AVENUE ,DELANCO,NJ,08075,041,
122630,NaN,1465,BANK OF BELFAST,FISHING FORD ROAD ,BELFAST,TN,37019,041,
122658,NaN,19768,FIRSTBANK OF VAIL,17 VAIL ROAD ,VAIL,CO,81657,041,
122751,NaN,1910,FARMERS STATE BANK OF DENT,101 FIRST AVENUE NORTH ,DENT,MN,56528,041,
122854,NaN,3076,INDEPENDENT BANK,3090 CRAIG DR ,MCKINNEY,TX,75070,041,
123075,NaN,28637,MILTON SAVINGS BANK,80 BROADWAY ,MILTON,PA,17847,041,
123178,NaN,22528,BANK OF WHITMAN,SOUTH 201 MAIN STREET ,COLFAX,WA,99111,041,
123374,NaN,30339,BEAUREGARD FEDERAL SAVINGS BANK,122 JEFFERSON ,DE RIDDER,LA,706344028,041,
123440,NaN,19662,EAGLE BANK AND TRUST COMPANY,"650 SOUTH SHACKLEFORD, SUITE 150 ",LITTLE ROCK,AR,72211,041,
123646,NaN,9092,SALIN BANK AND TRUST COMPANY,8455 KEYSTONE CROSSING DRIVE SUITE 100,INDIANAPOLIS,IN,462404303,041,
124344,NaN,13565,BANK OF SUN PRAIRIE,228 EAST MAIN STREET ,SUN PRAIRIE,WI,53590,041,
124353,NaN,15014,PILSEN STATE BANK,202 MAIN STREET ,LINCOLNVILLE,KS,66858,041,
124513,NaN,436,"PEOPLE'S BANK OF OXFORD, THE",24 SOUTH THIRD ST P. O. BOX 500,OXFORD,PA,19363,041,
124773,NaN,513,STATE BANK OF CONCRETE,45872 MAIN STREET ,CONCRETE,WA,98237,041,
124830,NaN,17190,BANK OF CAMILLA,50 EAST BROAD STREET ,CAMILLA,GA,31730,041,
125154,NaN,16416,"FORT SILL NATIONAL BANK, THE",1647 RANDOLPH ROAD ,FORT SILL,OK,73503,041,
125453,NaN,25767,NORTHWEST NATIONAL BANK OF ARLINGTON,610 W. RANDOL MILL ROAD ,ARLINGTON,TX,760115740,041,
125471,NaN,30337,PROVIDENT BANK,400 RELLA BOULEVARD ,MONTEBELLO,NY,10901,041,
125538,NaN,21449,MID TOWN BANK & TRUST COMPANY OF CHICAGO,2021 NORTH CLARK STREET ,CHICAGO,IL,60614,041,
125855,NaN,8141,SABINE STATE BANK AND TRUST COMPANY,297 ELIZABETH ST ,MANY,LA,714493082,041,
125873,NaN,29764,CLAY COUNTY SAVINGS BANK,1178 WEST KANSAS STREET ,LIBERTY,MO,64068,041,
125958,NaN,17395,LORRAINE STATE BANK,SECOND AND MAIN ,LORRAINE,KS,67459,041,
126012,NaN,7356,CHAMPLAIN NATIONAL BANK,COURT & WILLIAM STREETS ,ELIZABETHTOWN,NY,12932,041,
126049,NaN,5634,BANK OF STAR CITY,JEFFERSON STREET ,STAR CITY,AR,71667,041,
126254,NaN,1479,"WEAKLEY COUNTY BANK, THE",106 CHURCH STREET ,DRESDEN,TN,38225,041,
126375,NaN,29772,VIDALIA FEDERAL SAVINGS BANK,300 JACKSON STREET ,VIDALIA,GA,30474,041,
126553,NaN,8850,NORTH SHORE BANK OF COMMERCE,131 WEST SUPERIOR STREET ,DULUTH,MN,55802,041,
126740,NaN,14924,"FIRST NATIONAL BANK IN STAUNTON, THE",115 SOUTH ELM STREET ,STAUNTON,IL,62088,041,
126834,NaN,893,CITIZENS BANK,406 MAIN STREET ,CARTHAGE,TN,37030,041,
126955,NaN,1395,F & M BANK - MINNESOTA,715 STAFFORD ROAD NORTH ,DUNDAS,MN,55019,041,
127055,NaN,5131,WESTERN NATIONAL BANK,5629 GRAND AVE. ,DULUTH,MN,55807,041,
127224,NaN,7886,FIRST UNITED NATIONAL BANK,STATE RT 157 ,FRYBURG,PA,16326,041,
127260,NaN,23594,SAN DIEGO NATIONAL BANK,1420 KETTNER BOULEVARD ,SAN DIEGO,CA,92101,041,
127701,NaN,90148,BARRE SAVINGS BANK,COMMON STREET ,BARRE,MA,01005,041,
128089,NaN,57760,SHARE PLUS FEDERAL BANK,5224 WEST PLANO PARKWAY ,PLANO,TX,75093,041,
128164,NaN,23595,NETWORK BANK USA,845 NORTH EUCLID AVENUE ,ONTARIO,CA,91762,041,
128258,NaN,492,WESTERN DAKOTA BANK,MAIN ST. ,TIMBER LAKE,SD,57656,041,
128511,NaN,26621,MITSUBISHI TRUST & BANKING CORPORATION (U.S.A.),520 MADISON AVENUE ,NEW YORK,NY,10022,031,
128904,NaN,32773,EASTERN BANK,53 STATE STREET 13TH FLOOR,BOSTON,MA,02109,041,
128959,NaN,20068,FIRSTBANK OF WHEAT RIDGE,4350 WADSWORTH BLVD ,WHEAT RIDGE,CO,80033,041,
129349,NaN,1049,FIRST NATIONAL BANK OF STEELEVILLE,319 WEST BROADWAY ,STEELEVILLE,IL,62288,041,
129358,NaN,9467,FIRST STATE BANK,120 EAST FIRST STREET ,GRANDFIELD,OK,73546,041,
129394,NaN,38129,RAINIER PACIFIC SAVINGS BANK,"3700 PACIFIC HIGHWAY EAST, SUITE 200 ",FIFE,WA,98424,041,
129479,NaN,22939,WHEATLAND BANK,"222 NORTH WALL STREET, SUITE 308 ",SPOKANE,WA,99201,041,
129732,NaN,20624,NORTH COMMUNITY BANK,3639 NORTH BROADWAY ,CHICAGO,IL,60613,041,
129853,NaN,9932,COMMERCIAL STATE BANK OF WAGNER,204 SOUTH MAIN STREET ,WAGNER,SD,57380,041,
129910,NaN,8785,PEOPLES EXCHANGE BANK,MAIN STREET P.O. BOX 127,BEATTYVILLE,KY,41311,041,
130345,NaN,9536,COMMUNITY STATE BANK,1500 MAIN STREET BOX 66,UNION GROVE,WI,53182,041,
130541,NaN,4360,"HORIZON BANK, NATIONAL ASSOCIATION",515 FRANKLIN SQUARE ,MICHIGAN CITY,IN,46360,041,
130635,NaN,25645,FIRST COMMERCIAL BANK OF HUNTSVILLE,301 WASHINGTON STREET ,HUNTSVILLE,AL,35801,041,
130671,NaN,28665,HERITAGE BANK,95 EAST TABERNACLE ,SAINT GEORGE,UT,84770,041,
130813,NaN,6516,LIBERTY NATIONAL BANK,118 S MAIN ST ,ADA,OH,45810,041,
130943,NaN,10100,IRWIN UNION BANK AND TRUST COMPANY,500 WASHINGTON STREET ,COLUMBUS,IN,47201,031,
131034,NaN,16442,"CITIZENS BANK OF OVIEDO, THE",156 GENEVA DRIVE ,OVIEDO,FL,32765,041,
131155,NaN,4107,"CITY NATIONAL BANK AND TRUST COMPANY OF GUYMON, THE",601 NORTH MAIN STREET ,GUYMON,OK,73942,041,
131173,NaN,28670,GUARANTY BANK,1341 WEST BATTLEFIELD ,SPRINGFIELD,MO,65807,041,
131351,NaN,19355,EXCEL BANK,5050 FRANCE AVE. ,EDINA,MN,55410,041,
131360,NaN,26665,FIRST REPUBLIC BANK,2510 SOUTH MARYLAND PARKWAY ,LAS VEGAS,NV,89109,041,
131418,NaN,7459,"FNB BANK, NATIONAL ASSOCIATION",354 MILL STREET ,DANVILLE,PA,17821,041,
131436,NaN,9620,FIRST BANK OF CLEWISTON,300 EAST SUGARLAND HIGHWAY ,CLEWISTON,FL,33440,041,
131520,NaN,7894,FIRST NATIONAL BANK OF HERMINIE,314 SEWICKLEY AVE. BOX 32,HERMINIE,PA,15637,041,
131650,NaN,15289,F & M BANK,35 1ST AVE. NE. ,WATERTOWN,SD,57201,041,
131717,NaN,5838,"FARMERS STATE BANK, INC",ROUTE 11 SOUTH ,BOONEVILLE,KY,41314,041,
131753,NaN,2372,BANK OF DYER,126 SOUTH MAIN STREET ,DYER,TN,38330,041,
131940,NaN,8700,WALDO STATE BANK,119 DEPOT STREET ,WALDO,WI,53093,041,
132107,NaN,17751,ANDROSCOGGIN SAVINGS BANK,30 LISBON STREET PO BOX 1407,LEWISTON,ME,04240,041,
132152,NaN,6074,"FIRST STATE BANK OF WARNER, SOUTH DAKOTA",2 WEST MAIN STREET ,WARNER,SD,57479,041,
132219,NaN,264,FARMERS NATIONAL BANK,13447 DIXIE HIGHWAY ,WALTON,KY,41094,041,
132376,NaN,29791,"FIRST BANK OF THE AMERICAS, SSB",1715 WEST 47TH STREET ,CHICAGO,IL,60609,041,
132415,NaN,21844,"INDUSTRIAL BANK OF JAPAN TRUST COMPANY, THE",1251 AVENUE OF THE AMERICAS ,NEW YORK,NY,10020,031,
132442,NaN,14062,FIRST NATIONAL BANK IN VIROQUA,101 SOUTH MAIN STREET ,VIROQUA,WI,54665,041,
132451,NaN,4722,"FIRST NATIONAL BANK OF LOUISBURG, THE",1201 WEST AMITY ,LOUISBURG,KS,66053,041,
132554,NaN,14816,NORTH COUNTRY BANK & TRUST,3530 NORTH COUNTRY DRIVE ,TRAVERSE CITY,MI,49684,041,
132741,NaN,3839,"FIRST NATIONAL BANK OF SUMNER, THE",CHRISTY AVENUE ,SUMNER,IL,62466,041,
132778,NaN,28667,HOMESTEAD SAVINGS BANK,415 SOUTH SUPERIOR STREET ,ALBION,MI,492240000,041,
132853,NaN,24247,FIRST NATIONAL BANK OF YUMA,615 WEST EIGHTH AVENUE ,YUMA,CO,80759,041,
132938,NaN,10072,PLANTERS AND CITIZENS BANK,21 N.HARNEY STREET ,CAMILLA,GA,31730,041,
133243,NaN,11331,TIMEWELL STATE BANK,101 SOUTH MAIN STREET ,TIMEWELL,IL,62375,041,
133270,NaN,28673,PATRIOT BANK,HIGH & HANOVER STREETS ,POTTSTOWN,PA,19464,041,
133579,NaN,30350,"BANK OF BENNINGTON, THE",155 NORTH STREET ,BENNINGTON,VT,05201,041,
133850,NaN,4972,FIRST CITIZENS NATIONAL BANK,ONE FIRST CITIZENS PLACE ,DYERSBURG,TN,38024,041,
133971,NaN,29800,LISLE SAVINGS BANK,1450 MAPLE AVENUE ,LISLE,IL,605320000,041,
134156,NaN,10637,FIRST CENTRAL BANK,623 PATTERSON STREET ,CAMBRIDGE,NE,69022,041,
134400,NaN,21492,SHREWSBURY STATE BANK,465 BROAD STREET ,SHREWSBURY,NJ,07702,041,
134437,NaN,5598,TROY BANK & TRUST COMPANY,1000 HIGHWAY 231 SOUTH ,TROY,AL,36081,041,
134455,NaN,8533,TENSAS STATE BANK,307 VERONA ,NEWELLTON,LA,71357,041,
134848,NaN,11708,TEUTOPOLIS STATE BANK,106 EAST MAIN STREET ,TEUTOPOLIS,IL,62467,041,
135359,NaN,2324,BARNSDALL STATE BANK,400 WEST MAIN STREET ,BARNSDALL,OK,74002,041,
135751,NaN,17966,CENTRAL BANK,1634 16TH STREET ,CENTRAL CITY,NE,68826,041,
135836,NaN,19755,SOUTH LAFOURCHE BANK & TRUST COMPANY,418 WEST MAIN STREET ,LAROSE,LA,70373,041,
135854,NaN,9007,HEARTLAND STATE BANK,165 WESSINGTON STREET S. ,WESSINGTON,SD,57381,041,
136048,NaN,14868,PEOPLES SAVINGS BANK,514 NORTH ADAMS ,WELLSBURG,IA,50680,041,
136338,NaN,9319,MERCHANTS & FARMERS BANK & TRUST COMPANY,501 S FIFTH ST ,LEESVILLE,LA,71446,041,
136459,NaN,10306,GATES BANKING AND TRUST COMPANY,300 WARDLOW ROAD EAST ,GATES,TN,38037,041,
136655,NaN,12135,"LYNDON STATE BANK, THE",817 TOPEKA ,LYNDON,KS,66451,041,
137120,NaN,16848,MIAMI VALLEY BANK,8793 TOWNSHIP ROAD 239 ,LAKEVIEW,OH,43331,041,
137205,NaN,19531,MACHIAS SAVINGS BANK,4 CENTER STREET ,MACHIAS,ME,04654,041,
137447,NaN,3840,"FIRST NATIONAL BANK OF VANDALIA, THE",432 WEST GALLATIN STREET ,VANDALIA,IL,62471,041,
137456,NaN,11862,"BANK OF BEAVER CITY, THE",130 SOUTH DOUGLAS ,BEAVER,OK,73932,041,
137559,NaN,4611,FARMERS NATIONAL BANK,759 STATE STREET ,PHILLIPSBURG,KS,67661,041,
137643,NaN,9105,IOWA STATE BANK,319 SOUTH BROADWAY P O BOX 407,WEST BEND,IA,50597,041,
137652,NaN,14587,UNIVERSITY BANK,959 MAIDEN LANE ,ANN ARBOR,MI,48105,041,
137821,NaN,11085,"MILTON BANKING COMPANY, THE",121 SO. OHIO AVENUE ,WELLSTON,OH,45692,041,
137915,NaN,12054,EMIGRANT SAVINGS BANK,5 E. 42ND STREET ,NEW YORK,NY,10017,041,
138051,NaN,18120,"FARMERS STATE BANK OF ALICEVILLE, KANSAS, THE",ROUTE 1 ,ALICEVILLE,KS,66093,041,
138136,NaN,18281,FIRST BANK AND TRUST,ONE CENTRAL STREET ,CARNESVILLE,GA,30521,041,
138163,NaN,19877,BANK OF ASTORIA,1122 DUANE STREET ,ASTORIA,OR,97103,041,
138211,NaN,12984,"PEOPLES STATE BANK, THE",KING & HARRISBURG STREET ,EAST BERLIN,PA,17316,041,
138257,NaN,3079,"FIRST NATIONAL BANK OF ASPERMONT, THE",WASHINGTON & 7TH STREET ,ASPERMONT,TX,79502,041,
138350,NaN,8338,CITIZENS STATE BANK,SECOND AND MAIN ,CLEARWATER,NE,68726,041,
138510,NaN,9667,"FIFTH THIRD BANK, NORTHERN KENTUCKY, INC.",SIXTH AND MADISON BOX 1032,COVINGTON,KY,41011,041,
138556,NaN,9196,HOME BANKING COMPANY,795 EAST POPLAR ,SELMER,TN,38375,041,
138725,NaN,13567,"FIRST NATIONAL BANK OF POWHATAN POINT, THE",345 HIGHWAY 7 N ,POWHATAN POINT,OH,43942,041,
138752,NaN,15352,"FARMERS STATE BANK, THE","ROUTE 2, BOX L-10 ",LUDELL,KS,67744,041,
138930,NaN,5663,FIRST COMMUNITY BANK OF PALM BEACH COUNTY,104 SOUTH LAKE AVE ,PAHOKEE,FL,33476,041,
139133,NaN,2838,AMERIFIRST BANK,212 NORTH PRAIRIE ,UNION SPRINGS,AL,36089,041,
139432,NaN,26680,HERITAGE BANK OF NORTH FLORIDA,794 BLANDING BOULEVARD ,ORANGE PARK,FL,32065,041,
139478,NaN,31461,HARLEYSVILLE SAVINGS BANK,271 MAIN STREET ,HARLEYSVILLE,PA,19438,041,
139544,NaN,12705,"FARMERS AND MERCHANTS STATE BANK OF VIRDEN, ILLINOIS, THE",201 EAST JACKSON STREET ,VIRDEN,IL,62690,041,
139553,NaN,10667,CITIZENS SECURITY BANK & TRUST COMPANY,14821 SOUTH MEMORIAL ,BIXBY,OK,74008,041,
139656,NaN,25858,NATIONAL BANK OF ANDOVER,225 WEST CENTRAL ,ANDOVER,KS,67002,041,
